level8
TREE,PATH,PATH,PATH,TREE,CHARACTER,PATH,PATH,TREE,TREE,PATH,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,TREE,TREE,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,
PATH,PATH,TREE,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,
PATH,PATH,PATH,TREE,PATH,TREE,PATH,PATH,TREE,PATH,TREE,TREE,PATH,PATH,PATH,
TREE,PATH,PATH,PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,TREE,PATH,PATH,DRAG,TREE,TREE,TREE,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,TREE,PATH,PATH,FINISH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,TREE,TREE,TREE,PATH,PATH,PATH,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,
TREE,PATH,PATH,TREE,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,
