level12
TREE,TREE,PATH,PATH,TREE,PATH,TREE,PATH,TREE,FINISH,TREE,PATH,PATH,PATH,TREE,
PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,DRAG,TREE,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,TREE,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,
PATH,PATH,TREE,PATH,PATH,TREE,PATH,PATH,TREE,PATH,TREE,PATH,TREE,PATH,PATH,
PATH,PATH,PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,
PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,
PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,TREE,PATH,TREE,PATH,
CHARACTER,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,
TREE,PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,
PATH,TREE,TREE,PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,PATH,TREE,PATH,TREE,
