level2
TREE,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,CHARACTER,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,
PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,TREE,PATH,
PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,TREE,TREE,PATH,PATH,PATH,PATH,
PATH,TREE,TREE,PATH,TREE,PATH,PATH,TREE,TREE,PATH,PATH,PATH,PATH,PATH,TREE,
PATH,PATH,PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,
PATH,PATH,TREE,PATH,TREE,PATH,TREE,PATH,TREE,TREE,PATH,PATH,PATH,TREE,TREE,
PATH,PATH,PATH,PATH,PATH,FINISH,PATH,PATH,TREE,PATH,TREE,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,TREE,PATH,PATH,
