level6
PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,TREE,PATH,TREE,PATH,PATH,PATH,TREE,
PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,PATH,PATH,TREE,PATH,
PATH,PATH,PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,PATH,
TREE,PATH,TREE,PATH,PATH,PATH,TREE,CHARACTER,TREE,PATH,PATH,TREE,TREE,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,TREE,
PATH,TREE,TREE,PATH,PATH,TREE,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,TREE,TREE,PATH,PATH,TREE,PATH,
PATH,PATH,TREE,PATH,TREE,PATH,PATH,PATH,PATH,TREE,PATH,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,PATH,PATH,TREE,TREE,DRAG,TREE,PATH,PATH,PATH,PATH,PATH,PATH,
PATH,PATH,PATH,TREE,TREE,PATH,TREE,FINISH,TREE,PATH,PATH,PATH,TREE,PATH,TREE,
